Nutrient,Amount,Unit,DV
Calories,45,,
"Vitamin A, RAE",44.99,mcg,5 %
"Carotene, alpha",2,mcg,
"Carotene, beta",537.39,mcg,
"Cryptoxanthin, beta",3.75,mcg,
"Lutein + zeaxanthin",1175.89,mcg,
"Lycopene",0,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",1.978,mg,165 %
"Riboflavin [Vitamin B2]",2.097,mg,161 %
"Niacin [Vitamin B3]",11.296,mg,71 %
"Pantothenic acid [Vitamin B5]",0.15,mg,3 %
"Vitamin B6",2.185,mg,129 %
"Vitamin B12 [Cobalamin]",9.38,mcg,391 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",26.72,mcg,7 %
"Folate, food",27.08,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",4.5,mg,5 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.58,mg,4 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.58,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.31,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0.02,mg,
"Vitamin K",48.8,mcg,41 %
"Vitamin K1 [Phylloquinone]",48.7,mcg,
"Vitamin K2 [Menaquinone]",0,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",9.8,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",4.9,mg,1 %
"Calcium",15.84,mg,1 %
"Copper",0.06,mg,7 %
"Fluoride",0,mcg,
"Iodine",0,mcg,0 %
"Iron",0.76,mg,4 %
"Magnesium",16.66,mg,4 %
"Manganese",0.337,mg,15 %
"Phosphorus",26.66,mg,2 %
"Potassium",175.44,mg,4 %
"Selenium",0.43,mcg,1 %
"Sodium",113.45,mg,5 %
"Zinc",0.3,mg,3 %
"Protein",2.29,g,5 %
"Alanine",0.041,g,
"Arginine",0.099,g,
"Aspartic acid",0.086,g,
"Cystine",0.014,g,
"Cysteine",0,g,
"Glutamic acid",0.148,g,
"Glycine",0.043,g,
"Histidine",0.021,g,2 %
"Hydroxyproline",0,g,
"Isoleucine",0.039,g,3 %
"Leucine",0.063,g,2 %
"Lysine",0.046,g,1 %
"Methionine",0.016,g,
"Phenylalanine",0.036,g,
"Proline",0.04,g,
"Serine",0.043,g,
"Threonine",0.031,g,2 %
"Tryptophan",0.01,g,2 %
"Tyrosine",0.029,g,
"Valine",0.047,g,2 %
"Phenylalanine + Tyrosine",0.065,g,2 %
"Methionine + Cysteine",0.016,g,1 %
"Carbohydrate",3.16,g,1 %
"Fiber",1.52,g,5 %
"Starch",0.04,g,
"Sugars",0.23,g,
"Fructose",0.05,g,
"Galactose",0.02,g,
"Glucose",0.05,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.11,g,
"Net carbs",1.64,g,
"0.01 g",0.01 g,undefined,1.00
"Fat",2.95,g,4 %
"Saturated fatty acids",0.303,g,2 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0.002,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0.005,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",0.255,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.037,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.001,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",1.261,g,
"Cis-hexadecenoic acid",0,g,
"Cis-octadecenoic acid",0,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.021,g,
"Heptadecenoic acid",0.001,g,
"Hexadecenoic acid",0.058,g,
"Octadecenoic acid",1.18,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0,g,
"Polyunsaturated fatty acids",0.977,g,
"α-linolenic acid n-3 (ALA)",0.01,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.01,g,
"Linoleic acid n-6 (LA)",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Docosatetraenoic acid",0,g,
"Eicosadienoic acid",0.009,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic CLAs acid",0,g,
"Octadecadienoic acid",0.925,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.027,g,
"Trans-octadecadienoic acid",0,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0,g,
"Fatty acids, total trans-monoenoic",0,g,
"Fatty acids, total trans-polyenoic",0,g,
"Beta-sitosterol",9.45,mg,
"Campesterol",0.89,mg,
"Cholesterol",0,mg,0 %
"Phytosterols",0.87,mg,
"Stigmasterol",0.17,mg,
"Alcohol, ethyl",0,g,
"Ash",0.63,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",20.06,g,
