Nutrient,Amount,Unit,DV
Calories,267,,
"Vitamin A, RAE",457.65,mcg,51 %
"Carotene, alpha",0.42,mcg,
"Carotene, beta",5330.82,mcg,
"Cryptoxanthin, beta",0.28,mcg,
"Lutein + zeaxanthin",9577.42,mcg,
"Lycopene",1.42,mcg,
"Retinol",13.61,mcg,
"Thiamin [Vitamin B1]",0.247,mg,21 %
"Riboflavin [Vitamin B2]",0.5,mg,38 %
"Niacin [Vitamin B3]",15.063,mg,94 %
"Pantothenic acid [Vitamin B5]",2.485,mg,50 %
"Vitamin B6",1.467,mg,86 %
"Vitamin B12 [Cobalamin]",0.42,mcg,18 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",132.62,mcg,33 %
"Folate, food",127.08,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",7.1,mg,8 %
"Vitamin D",0,mcg,0 %
"Vitamin D3",0,mcg,
"Vitamin E (alpha-tocopherol)",3.5,mg,23 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",3.5,mg,
"Tocopherol, beta",0.01,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.26,mg,
"Tocotrienol, alpha",0,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",309.5,mcg,258 %
"Vitamin K1 [Phylloquinone]",295.2,mcg,
"Vitamin K2 [Menaquinone]",12.7,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",99.8,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",148.9,mg,27 %
"Calcium",159.02,mg,12 %
"Copper",0.23,mg,26 %
"Fluoride",0.3,mcg,
"Iodine",0,mcg,0 %
"Iron",3.15,mg,18 %
"Magnesium",111.35,mg,27 %
"Manganese",0.762,mg,33 %
"Phosphorus",420.48,mg,34 %
"Potassium",882.19,mg,19 %
"Selenium",42.17,mcg,77 %
"Sodium",617.73,mg,27 %
"Zinc",1.76,mg,16 %
"Protein",39.78,g,80 %
"Alanine",2.24,g,
"Arginine",2.872,g,
"Aspartic acid",3.767,g,
"Cystine",0.4,g,
"Cysteine",0.01,g,
"Glutamic acid",6.048,g,
"Glycine",1.74,g,
"Histidine",1.375,g,120 %
"Hydroxyproline",0,g,
"Isoleucine",1.893,g,122 %
"Leucine",3.202,g,93 %
"Lysine",3.662,g,118 %
"Methionine",0.978,g,
"Phenylalanine",1.657,g,
"Proline",1.493,g,
"Serine",1.561,g,
"Threonine",1.798,g,110 %
"Tryptophan",0.54,g,132 %
"Tyrosine",1.512,g,
"Valine",2.062,g,105 %
"Phenylalanine + Tyrosine",3.169,g,118 %
"Methionine + Cysteine",0.988,g,64 %
"Carbohydrate",10.67,g,4 %
"Fiber",3.25,g,12 %
"Starch",0,g,
"Sugars",1.92,g,
"Fructose",0.17,g,
"Galactose",0,g,
"Glucose",0.19,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.25,g,
"Net carbs",7.42,g,
"0.04 g",0.51 g,undefined,12.68
"Fat",7.13,g,9 %
"Saturated fatty acids",1.334,g,7 %
"Butanoic acid",0,g,
"Decanoic acid",0.027,g,
"Docosanoic acid",0.006,g,
"Dodecanoic acid",0.007,g,
"Eicosanoic acid",0.002,g,
"Heptadecanoic acid",0.005,g,
"Hexadecanoic acid",0.641,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.203,g,
"Octanoic acid",0.001,g,
"Pentadecanoic acid",0.005,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.018,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",2.923,g,
"Cis-hexadecenoic acid",0.125,g,
"Cis-octadecenoic acid",0.89,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.015,g,
"Heptadecenoic acid",0.003,g,
"Hexadecenoic acid",0.126,g,
"Octadecenoic acid",0.903,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.005,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0.009,g,
"Polyunsaturated fatty acids",0.997,g,
"α-linolenic acid n-3 (ALA)",0.02,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.009,g,
"Linoleic acid n-6 (LA)",0.48,g,
"Docosahexaenoic n-3 acid (DHA)",0.006,g,
"Docosapentaenoic n-3 acid (DPA)",0.009,g,
"Docosatetraenoic acid",0.02,g,
"Eicosadienoic acid",0.018,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0.018,g,
"Eicosapentaenoic n-3 acid (EPA)",0.005,g,
"Eicosatetraenoic acid",0.073,g,
"Octadecadienoic CLAs acid",0.002,g,
"Octadecadienoic acid",0.491,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.086,g,
"Trans-octadecadienoic acid",0.002,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.011,g,
"Fatty acids, total trans-monoenoic",0.009,g,
"Fatty acids, total trans-polyenoic",0.002,g,
"Cholesterol",111.77,mg,37 %
"Phytosterols",2.41,mg,
"Alcohol, ethyl",0,g,
"Ash",3.54,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",254.93,g,
