Nutrient,Amount,Unit,DV
Calories,44,,
"Vitamin A, RAE",110.21,mcg,12 %
"Carotene, alpha",212.83,mcg,
"Carotene, beta",1187.97,mcg,
"Cryptoxanthin, beta",8.03,mcg,
"Lutein + zeaxanthin",236.58,mcg,
"Lycopene",3.56,mcg,
"Retinol",0,mcg,
"Thiamin [Vitamin B1]",0.038,mg,3 %
"Riboflavin [Vitamin B2]",0.042,mg,3 %
"Niacin [Vitamin B3]",0.418,mg,3 %
"Pantothenic acid [Vitamin B5]",0.142,mg,3 %
"Vitamin B6",0.103,mg,6 %
"Vitamin B12 [Cobalamin]",0,mcg,0 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",24.71,mcg,6 %
"Folate, food",20.15,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",26.8,mg,30 %
"Vitamin D",0,mcg,0 %
"Vitamin E (alpha-tocopherol)",0.3,mg,2 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",0.3,mg,
"Tocopherol, beta",0,mg,
"Tocopherol, delta",0,mg,
"Tocopherol, gamma",0.02,mg,
"Tocotrienol, alpha",0.01,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",23.8,mcg,20 %
"Vitamin K1 [Phylloquinone]",23.3,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",0,mg,
"Biotin [Vitamin B7]",0,mcg,0 %
"Choline",7.3,mg,1 %
"Calcium",20.87,mg,2 %
"Copper",0.05,mg,6 %
"Fluoride",1.4,mcg,
"Iodine",0,mcg,0 %
"Iron",0.42,mg,2 %
"Magnesium",11.16,mg,3 %
"Manganese",0.093,mg,4 %
"Phosphorus",25.99,mg,2 %
"Potassium",172.43,mg,4 %
"Selenium",0.68,mcg,1 %
"Sodium",44.27,mg,2 %
"Zinc",0.26,mg,2 %
"Protein",1.22,g,2 %
"Alanine",0.028,g,
"Arginine",0.039,g,
"Aspartic acid",0.087,g,
"Cystine",0.012,g,
"Cysteine",0,g,
"Glutamic acid",0.163,g,
"Glycine",0.022,g,
"Histidine",0.012,g,1 %
"Hydroxyproline",0,g,
"Isoleucine",0.022,g,1 %
"Leucine",0.032,g,1 %
"Lysine",0.033,g,1 %
"Methionine",0.008,g,
"Phenylalanine",0.027,g,
"Proline",0.023,g,
"Serine",0.029,g,
"Threonine",0.031,g,2 %
"Tryptophan",0.008,g,2 %
"Tyrosine",0.013,g,
"Valine",0.027,g,1 %
"Phenylalanine + Tyrosine",0.04,g,1 %
"Methionine + Cysteine",0.02,g,1 %
"Carbohydrate",9.92,g,4 %
"Fiber",1.32,g,5 %
"Starch",0.19,g,
"Sugars",2,g,
"Fructose",0.57,g,
"Galactose",0,g,
"Glucose",0.64,g,
"Lactose",0,g,
"Maltose",0,g,
"Sucrose",0.34,g,
"Net carbs",8.6,g,
"Fat",0.227,g,0 %
"Saturated fatty acids",0.052,g,0 %
"Butanoic acid",0,g,
"Decanoic acid",0,g,
"Docosanoic acid",0,g,
"Dodecanoic acid",0,g,
"Eicosanoic acid",0,g,
"Heptadecanoic acid",0,g,
"Hexadecanoic acid",0.041,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.004,g,
"Octanoic acid",0,g,
"Pentadecanoic acid",0,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.002,g,
"Monounsaturated fatty acids",0.047,g,
"Docosenoic acid",0,g,
"Eicosenoic acid",0,g,
"Heptadecenoic acid",0,g,
"Hexadecenoic acid",0,g,
"Octadecenoic acid",0.046,g,
"Pentadecenoic acid",0,g,
"Tetradecenoic acid",0,g,
"Polyunsaturated fatty acids",0.085,g,
"Cis,cis-eicosadienoic n-6 acid",0,g,
"Docosahexaenoic n-3 acid (DHA)",0,g,
"Docosapentaenoic n-3 acid (DPA)",0,g,
"Eicosadienoic acid",0,g,
"Eicosapentaenoic n-3 acid (EPA)",0,g,
"Eicosatetraenoic acid",0,g,
"Octadecadienoic acid",0.046,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.026,g,
"Fatty acids, total trans",0,g,
"Cholesterol",0,mg,0 %
"Phytosterols",2.93,mg,
"Alcohol, ethyl",0,g,
"Ash",0.34,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",67.59,g,
