Nutrient,Amount,Unit,DV
Calories,245,,
"Vitamin A, RAE",109.8,mcg,12 %
"Carotene, alpha",12,mcg,
"Carotene, beta",997.2,mcg,
"Cryptoxanthin, beta",296.34,mcg,
"Lutein + zeaxanthin",41.78,mcg,
"Lycopene",0.89,mcg,
"Retinol",13.61,mcg,
"Thiamin [Vitamin B1]",0.203,mg,17 %
"Riboflavin [Vitamin B2]",0.342,mg,26 %
"Niacin [Vitamin B3]",15.22,mg,95 %
"Pantothenic acid [Vitamin B5]",2.511,mg,50 %
"Vitamin B6",1.453,mg,85 %
"Vitamin B12 [Cobalamin]",0.37,mcg,15 %
"Vitamin B12, added",0,mcg,
"Folate, DFE [Vitamin B9]",53.17,mcg,13 %
"Folate, food",53.17,mcg,
"Folic acid",0,mcg,
"Vitamin C [Ascorbic acid]",83.7,mg,93 %
"Vitamin D",0,mcg,0 %
"Vitamin D3",0,mcg,
"Vitamin E (alpha-tocopherol)",2.02,mg,13 %
"Vitamin E, added",0,mg,
"Tocopherol, alpha",2.02,mg,
"Tocopherol, beta",0.03,mg,
"Tocopherol, delta",0.01,mg,
"Tocopherol, gamma",0.23,mg,
"Tocotrienol, alpha",0.02,mg,
"Tocotrienol, beta",0,mg,
"Tocotrienol, delta",0,mg,
"Tocotrienol, gamma",0,mg,
"Vitamin K",24.7,mcg,21 %
"Vitamin K1 [Phylloquinone]",12,mcg,
"Vitamin K2 [Menaquinone]",12.7,mcg,
"Dihydrophylloquinone",0,mcg,
"Betaine",10.8,mg,
"Choline",131.3,mg,24 %
"Calcium",39.19,mg,3 %
"Copper",0.1,mg,11 %
"Fluoride",0.4,mcg,
"Iron",1.63,mg,9 %
"Magnesium",56.86,mg,14 %
"Manganese",0.202,mg,9 %
"Phosphorus",370.72,mg,30 %
"Potassium",725.25,mg,15 %
"Selenium",35.08,mcg,64 %
"Sodium",808.75,mg,35 %
"Zinc",1.35,mg,12 %
"Protein",35.31,g,71 %
"Alanine",2.012,g,
"Arginine",2.362,g,
"Aspartic acid",3.417,g,
"Cystine",0.369,g,
"Glutamic acid",5.27,g,
"Glycine",1.533,g,
"Histidine",1.284,g,112 %
"Hydroxyproline",0,g,
"Isoleucine",1.689,g,109 %
"Leucine",2.849,g,83 %
"Lysine",3.309,g,107 %
"Methionine",0.89,g,
"Phenylalanine",1.413,g,
"Proline",1.103,g,
"Serine",1.34,g,
"Threonine",1.559,g,95 %
"Tryptophan",0.441,g,108 %
"Tyrosine",1.235,g,
"Valine",1.792,g,91 %
"Phenylalanine + Tyrosine",2.648,g,98 %
"Methionine + Cysteine",0.89,g,57 %
"Carbohydrate",14.96,g,5 %
"Fiber",2.35,g,8 %
"Starch",0,g,
"Sugars",10.51,g,
"Sugars, added",2.67,g,
"Fructose",2.17,g,
"Galactose",0,g,
"Glucose",2.09,g,
"Lactose",0,g,
"Maltose",0.01,g,
"Sucrose",0.43,g,
"Net carbs",12.61,g,
"0.04 g",0.51 g,undefined,12.68
"Fat",6.604,g,8 %
"Saturated fatty acids",1.325,g,7 %
"Butanoic acid",0,g,
"Decanoic acid",0.027,g,
"Docosanoic acid",0.005,g,
"Dodecanoic acid",0.009,g,
"Eicosanoic acid",0.003,g,
"Heptadecanoic acid",0.005,g,
"Hexadecanoic acid",0.681,g,
"Hexanoic acid",0,g,
"Octadecanoic acid",0.214,g,
"Octanoic acid",0.001,g,
"Pentadecanoic acid",0.005,g,
"Tetracosanoic acid",0,g,
"Tetradecanoic acid",0.068,g,
"Tridecanoic acid",0,g,
"Monounsaturated fatty acids",2.636,g,
"Cis-hexadecenoic acid",0.125,g,
"Cis-octadecenoic acid",0.881,g,
"Docosenoic acid",0,g,
"Docosenoic cis acid",0,g,
"Docosenoic trans acid",0,g,
"Eicosenoic acid",0.015,g,
"Heptadecenoic acid",0.003,g,
"Hexadecenoic acid",0.131,g,
"Octadecenoic acid",0.943,g,
"Pentadecenoic acid",0,g,
"Tetracosenoic cis acid",0,g,
"Tetradecenoic acid",0.005,g,
"Trans-hexadecenoic acid",0,g,
"Trans-octadecenoic acid",0.009,g,
"Polyunsaturated fatty acids",1.018,g,
"α-linolenic acid n-3 (ALA)",0.02,g,
"γ-linolenic acid n-6 (GLA)",0,g,
"Cis,cis-eicosadienoic n-6 acid",0.009,g,
"Linoleic acid n-6 (LA)",0.48,g,
"Docosahexaenoic n-3 acid (DHA)",0.006,g,
"Docosapentaenoic n-3 acid (DPA)",0.009,g,
"Docosatetraenoic acid",0.02,g,
"Eicosadienoic acid",0.018,g,
"Eicosadienoic n-3 acid",0,g,
"Eicosadienoic n-6 acid",0.018,g,
"Eicosapentaenoic n-3 acid (EPA)",0.005,g,
"Eicosatetraenoic acid",0.073,g,
"Octadecadienoic CLAs acid",0.002,g,
"Octadecadienoic acid",0.586,g,
"Octadecatetraenoic acid",0,g,
"Octadecatrienoic acid",0.063,g,
"Trans-octadecadienoic acid",0.002,g,
"Trans-octadecatrienoic acid",0,g,
"Fatty acids, total trans",0.011,g,
"Fatty acids, total trans-monoenoic",0.009,g,
"Fatty acids, total trans-polyenoic",0.002,g,
"Cholesterol",110.71,mg,37 %
"Phytosterols",6.55,mg,
"Alcohol, ethyl",0,g,
"Ash",2.39,g,
"Caffeine",0,mg,
"Theobromine",0,mg,
"Water",226.81,g,
